tollbooth_id,road_name,route_name,tollbooth_name,direction,entrance_or_exit,notes,source
01-021,中央自動車道,,高井戸,,入口,,w-nexco.co.jp
01-024,中央自動車道,,高井戸,,入口,,w-nexco.co.jp
01-025,中央自動車道,,調布,,入口,,w-nexco.co.jp
01-027,中央自動車道,,国立府中,,入口,,w-nexco.co.jp
01-044,東水戸道路,,水戸南,,,,c-nexco.co.jp
01-045,東水戸道路,,水戸大洗,,,,c-nexco.co.jp
01-046,東水戸道路,,ひたちなか,,,,c-nexco.co.jp
01-047,東水戸道路,,ひたちなか本線,,,,c-nexco.co.jp
01-059,首都圏中央連絡自動車道,,八王子西,,,,c-nexco.co.jp
01-060,首都圏中央連絡自動車道,,あきる野,,,,c-nexco.co.jp
01-061,首都圏中央連絡自動車道,,日の出,,,,c-nexco.co.jp
01-062,首都圏中央連絡自動車道,,青梅,,,,c-nexco.co.jp
01-063,首都圏中央連絡自動車道,,入間,,,,c-nexco.co.jp
01-064,首都圏中央連絡自動車道,,狭山日高,,,,c-nexco.co.jp
01-065,首都圏中央連絡自動車道,,圏央鶴ヶ島,,,,c-nexco.co.jp
01-066,首都圏中央連絡自動車道,,つくば牛久,,,,c-nexco.co.jp
01-067,首都圏中央連絡自動車道,,牛久阿見,,,,c-nexco.co.jp
01-068,首都圏中央連絡自動車道,,阿見東,,,,c-nexco.co.jp
01-101,東名高速道路,,東京本線,下り,,,c-nexco.co.jp
01-102,東名高速道路,,東京本線,上り,,,c-nexco.co.jp
01-103,東名高速道路,,東名川崎,,,,c-nexco.co.jp
01-104,東名高速道路,,横浜町田,,,,c-nexco.co.jp
01-105,東名高速道路,,厚木,,,,c-nexco.co.jp
01-106,東名高速道路,,秦野中井,,,,c-nexco.co.jp
01-107,東名高速道路,,大井松田,,,,c-nexco.co.jp
01-108,東名高速道路,,御殿場,,,,c-nexco.co.jp
01-109,東名高速道路,,沼津,,,,c-nexco.co.jp
01-110,東名高速道路,,富士,,,,c-nexco.co.jp
01-111,東名高速道路,,清水,,,,c-nexco.co.jp
01-112,東名高速道路,,静岡,,,,c-nexco.co.jp
01-113,東名高速道路,,焼津,,,,c-nexco.co.jp
01-114,東名高速道路,,吉田,,,,c-nexco.co.jp
01-115,東名高速道路,,菊川,,,,c-nexco.co.jp
01-116,東名高速道路,,袋井,,,,c-nexco.co.jp
01-117,東名高速道路,,浜松,,,,c-nexco.co.jp
01-118,東名高速道路,,浜松西,,,,c-nexco.co.jp
01-119,東名高速道路,,三ヶ日,,,,c-nexco.co.jp
01-120,東名高速道路,,豊川,,,,c-nexco.co.jp
01-121,東名高速道路,,音羽蒲郡,,,,c-nexco.co.jp
01-122,東名高速道路,,岡崎,,,,c-nexco.co.jp
01-123,東名高速道路,,豊田,,,,c-nexco.co.jp
01-124,東名高速道路,,名古屋,,,,c-nexco.co.jp
01-125,東名高速道路,,春日井,,,,c-nexco.co.jp
01-126,東名高速道路,,御殿場東,,,,c-nexco.co.jp
01-127,東名高速道路,,裾野,,,,c-nexco.co.jp
01-128,東名高速道路,,御殿場東,,入口,,c-nexco.co.jp
01-129,東名高速道路,,相良牧之原,,,,c-nexco.co.jp
01-130,東名高速道路,,東名三好,,,,c-nexco.co.jp
01-131,名古屋第二環状自動車道,,名二環名古屋,,入口,,c-nexco.co.jp
01-132,東名高速道路,,掛川,,,,c-nexco.co.jp
01-133,東名高速道路,,磐田,,,,c-nexco.co.jp
01-134,東名高速道路,,横浜青葉,,,,c-nexco.co.jp
01-135,東名高速道路,,長久手,,,,c-nexco.co.jp
01-136,第二京阪道路,,巨椋池,,,,c-nexco.co.jp
01-137,第二京阪道路,,久御山南,,,,c-nexco.co.jp
01-138,第二京阪道路,,八幡東,,,,c-nexco.co.jp
01-139,第二京阪道路,,京田辺本線,,,平成21年11月18日まで,c-nexco.co.jp
01-140,第二京阪道路,,京田辺本線,,,平成21年11月19日～平成22年3月20日まで,c-nexco.co.jp
01-141,第二京阪道路,,巨椋池本線,,,,c-nexco.co.jp
01-142,北陸自動車道,,流杉スマート,,,,c-nexco.co.jp
01-143,北陸自動車道,,安宅スマート,,,,c-nexco.co.jp
01-144,東名高速道路,,横浜町田,,,,c-nexco.co.jp
01-145,東名高速道路,,厚木,,,,c-nexco.co.jp
01-146,東九州自動車道,,別府湾スマート,,,,c-nexco.co.jp
01-149,遠阪トンネル,,遠阪トンネル,,,,c-nexco.co.jp
01-150,播但連絡道路,,花田,,,均一,c-nexco.co.jp
01-151,播但連絡道路,,花田本線,,,,c-nexco.co.jp
01-152,播但連絡道路,,花田,,,,c-nexco.co.jp
01-153,播但連絡道路,,豊富,,,,c-nexco.co.jp
01-154,播但連絡道路,,砥堀,,,,c-nexco.co.jp
01-155,播但連絡道路,,船津,,,,c-nexco.co.jp
01-156,播但連絡道路,,福崎南,,,,c-nexco.co.jp
01-157,播但連絡道路,,福崎北,,,,c-nexco.co.jp
01-158,播但連絡道路,,市川南,,,,c-nexco.co.jp
01-159,播但連絡道路,,市川北,,,,c-nexco.co.jp
01-160,播但連絡道路,,神崎南,,,,c-nexco.co.jp
01-161,播但連絡道路,,神崎北,,,,c-nexco.co.jp
01-162,播但連絡道路,,生野,,,,c-nexco.co.jp
01-163,播但連絡道路,,生野北,,,第一,c-nexco.co.jp
01-164,播但連絡道路,,生野北,,,第二,c-nexco.co.jp
01-165,播但連絡道路,,朝来,,,,c-nexco.co.jp
01-166,播但連絡道路,,和田山,,,,c-nexco.co.jp
01-167,播但連絡道路,,和田山,,,,c-nexco.co.jp
01-168,伊勢湾岸自動車道,,豊田南,,,第一,c-nexco.co.jp
01-169,東名高速道路,,富士川スマート,,,,c-nexco.co.jp
01-170,東名高速道路,,遠州豊田スマート,,,,c-nexco.co.jp
01-172,伊勢湾岸自動車道,,名古屋南,上り,,第一,c-nexco.co.jp
01-173,伊勢湾岸自動車道,,名古屋南,下り,,第一,c-nexco.co.jp
01-174,伊勢湾岸自動車道,,大府,,,第一,c-nexco.co.jp
01-175,伊勢湾岸自動車道,,大府,,,第二,c-nexco.co.jp
01-176,伊勢湾岸自動車道,,東海,,,第一,c-nexco.co.jp
01-177,伊勢湾岸自動車道,,豊明,,,,c-nexco.co.jp
01-178,伊勢湾岸自動車道,,豊田南,,,第二,c-nexco.co.jp
01-179,伊勢湾岸自動車道,,豊田東,,,,c-nexco.co.jp
01-180,伊勢湾岸自動車道,,名古屋南,,,第二,c-nexco.co.jp
01-181,東海環状自動車道,,豊田松平,,,,c-nexco.co.jp
01-182,東海環状自動車道,,豊田勘八,,,,c-nexco.co.jp
01-183,東海環状自動車道,,豊田藤岡,,,,c-nexco.co.jp
01-184,東海環状自動車道,,せと赤津,,,,c-nexco.co.jp
01-185,東海環状自動車道,,せと品野,,,,c-nexco.co.jp
01-186,東海環状自動車道,,土岐南多治見,,,,c-nexco.co.jp
01-187,東海環状自動車道,,可児御嵩,,,,c-nexco.co.jp
01-188,東海環状自動車道,,美濃加茂,,,,c-nexco.co.jp
01-189,東海環状自動車道,,富加関,,,,c-nexco.co.jp
01-200,名神高速道路,,湖東三山スマート,,,,c-nexco.co.jp
01-201,名神高速道路,,小牧,,,,c-nexco.co.jp
01-202,名神高速道路,,一宮,,,,c-nexco.co.jp
01-203,名神高速道路,,岐阜羽島,,,,c-nexco.co.jp
01-204,名神高速道路,,大垣,,,,c-nexco.co.jp
01-205,名神高速道路,,関ヶ原,,,,c-nexco.co.jp
01-206,名神高速道路,,彦根,,,,c-nexco.co.jp
01-207,名神高速道路,,八日市,,,,c-nexco.co.jp
01-208,名神高速道路,,竜王,,,,c-nexco.co.jp
01-209,名神高速道路,,栗東,,,,c-nexco.co.jp
01-210,名神高速道路,,瀬田西,,,,c-nexco.co.jp
01-211,名神高速道路,,大津,,,,c-nexco.co.jp
01-212,名神高速道路,,京都東,,,,c-nexco.co.jp
01-213,名神高速道路,,京都南,,,,c-nexco.co.jp
01-214,名神高速道路,,茨木,,,,c-nexco.co.jp
01-215,名神高速道路,,名神吹田,,,,c-nexco.co.jp
01-216,名神高速道路,,豊中,,,,c-nexco.co.jp
01-217,名神高速道路,,尼崎,,,,c-nexco.co.jp
01-218,名神高速道路,,西宮本線,,,,c-nexco.co.jp
01-219,名神高速道路,,豊中,,,合併,c-nexco.co.jp
01-220,京滋バイパス,,瀬田東,,,,c-nexco.co.jp
01-221,名神高速道路,,大山崎,,,,c-nexco.co.jp
01-223,名古屋高速道路,16号一宮線,一宮,,,合併,nagoya-expressway.or.jp
01-224,中国自動車道,,三次東,,,,c-nexco.co.jp
01-226,東海環状自動車道,,五斗蒔スマート,,,,c-nexco.co.jp
01-227,東海環状自動車道,,鞍ヶ池スマート,,,,c-nexco.co.jp
01-228,東海環状自動車道,,鞍ヶ池スマート,,,,c-nexco.co.jp
01-229,東海北陸自動車道,,ひるがの高原スマート,,,,c-nexco.co.jp
01-231,東海北陸自動車道,,一宮西,,,,c-nexco.co.jp
01-232,東海北陸自動車道,,尾西,,,,c-nexco.co.jp
01-233,東海北陸自動車道,,一宮木曽川,,,,c-nexco.co.jp
01-234,東海北陸自動車道,,岐阜各務原,,,,c-nexco.co.jp
01-235,東海北陸自動車道,,関,,,,c-nexco.co.jp
01-236,東海北陸自動車道,,美濃,,,,c-nexco.co.jp
01-237,東海北陸自動車道,,美並,,,,c-nexco.co.jp
01-238,東海北陸自動車道,,郡上八幡,,,,c-nexco.co.jp
01-239,東海北陸自動車道,,ぎふ大和,,,,c-nexco.co.jp
01-240,東海北陸自動車道,,白鳥,,,,c-nexco.co.jp
01-241,東海北陸自動車道,,高鷲,,,,c-nexco.co.jp
01-242,東海北陸自動車道,,荘川,,,,c-nexco.co.jp
01-243,東海北陸自動車道,,飛騨清見,,,,c-nexco.co.jp
01-244,東海北陸自動車道,,福光,,,,c-nexco.co.jp
01-245,東海北陸自動車道,,五箇山,,,,c-nexco.co.jp
01-246,東海北陸自動車道,,白川郷,,,,c-nexco.co.jp
01-247,東海北陸自動車道,,白鳥本線,,,,c-nexco.co.jp
01-249,伊勢湾岸自動車道,,東海,,,第二,c-nexco.co.jp
01-250,伊勢湾岸自動車道,,名港潮見,,,,c-nexco.co.jp
01-251,伊勢湾岸自動車道,,名港中央,,,,c-nexco.co.jp
01-252,伊勢湾岸自動車道,,飛島,,,名古屋南方面,c-nexco.co.jp
01-253,伊勢湾岸自動車道,,湾岸弥富,,,,c-nexco.co.jp
01-254,伊勢湾岸自動車道,,弥富木曽岬,,,,c-nexco.co.jp
01-255,伊勢湾岸自動車道,,湾岸長島,,,,c-nexco.co.jp
01-256,伊勢湾岸自動車道,,湾岸桑名,,,,c-nexco.co.jp
01-257,伊勢湾岸自動車道,,みえ川越,,,,c-nexco.co.jp
01-258,伊勢湾岸自動車道,,みえ朝日,,,,c-nexco.co.jp
01-259,名神高速道路,,蒲生スマート,,,,c-nexco.co.jp
01-260,丹波綾部道路,,京丹波わち,,,,c-nexco.co.jp
01-261,丹波綾部道路,,綾部安国寺,,,,c-nexco.co.jp
01-262,伊勢湾岸自動車道,,飛島,,,四日市方面,c-nexco.co.jp
01-263,新名神高速道路,,甲賀土山,,,,c-nexco.co.jp
01-264,新名神高速道路,,甲南,,,,c-nexco.co.jp
01-265,新名神高速道路,,信楽,,,,c-nexco.co.jp
01-266,中央自動車道,,府中スマート,,出口,,w-nexco.co.jp
01-269,中央自動車道,,調布,,出口,,w-nexco.co.jp
01-270,中央自動車道,,稲城,,出口,,w-nexco.co.jp
01-271,中央自動車道,,国立府中,,出口,,w-nexco.co.jp
01-272,中央自動車道,,高井戸,,出口,,w-nexco.co.jp
01-273,中央自動車道,,八王子,,出口,均一,w-nexco.co.jp
01-285,名神高速道路,,名神吹田,,,合併,c-nexco.co.jp
01-287,新名神高速道路,,草津田上,,,,c-nexco.co.jp
01-288,名神高速道路,,栗東湖南,,,,c-nexco.co.jp
01-294,中央自動車道,,八王子,,入口,均一,w-nexco.co.jp
01-300,中国自動車道,,西宮山口本線,,,,c-nexco.co.jp
01-301,中国自動車道,,中国吹田,,,,c-nexco.co.jp
01-302,中国自動車道,,中国豊中,,,,c-nexco.co.jp
01-303,中国自動車道,,宝塚,,,,c-nexco.co.jp
01-304,中国自動車道,,西宮北,,,,c-nexco.co.jp
01-305,中国自動車道,,吉川,,,,c-nexco.co.jp
01-306,中国自動車道,,滝野社,,,,c-nexco.co.jp
01-307,中国自動車道,,福崎,,,,c-nexco.co.jp
01-308,中国自動車道,,山崎,,,,c-nexco.co.jp
01-309,中国自動車道,,佐用,,,,c-nexco.co.jp
01-310,中国自動車道,,美作,,,,c-nexco.co.jp
01-311,中国自動車道,,津山,,,,c-nexco.co.jp
01-312,中国自動車道,,院庄,,,,c-nexco.co.jp
01-313,中国自動車道,,落合,,,,c-nexco.co.jp
01-314,中国自動車道,,北房,,,,c-nexco.co.jp
01-315,中国自動車道,,新見,,,,c-nexco.co.jp
01-316,中国自動車道,,東城,,,,c-nexco.co.jp
01-317,中国自動車道,,庄原,,,,c-nexco.co.jp
01-318,中国自動車道,,三次,,,,c-nexco.co.jp
01-319,中国自動車道,,高田,,,,c-nexco.co.jp
01-320,中国自動車道,,千代田,,,,c-nexco.co.jp
01-321,中国自動車道,,中国池田,,,,c-nexco.co.jp
01-322,中国自動車道,,神戸三田,,,,c-nexco.co.jp
01-323,中国自動車道,,戸河内,,,,c-nexco.co.jp
01-324,中国自動車道,,吉和,,,,c-nexco.co.jp
01-325,中国自動車道,,六日市,,,,c-nexco.co.jp
01-326,中国自動車道,,鹿野,,,,c-nexco.co.jp
01-327,中国自動車道,,徳地,,,,c-nexco.co.jp
01-328,中国自動車道,,山口,,,,c-nexco.co.jp
01-329,中国自動車道,,小郡,,,,c-nexco.co.jp
01-330,中国自動車道,,加西,,,,c-nexco.co.jp
01-331,中国自動車道,,美祢,,,,c-nexco.co.jp
01-332,中国自動車道,,小月,,,,c-nexco.co.jp
01-333,中国自動車道,,下関,,,,c-nexco.co.jp
01-334,関門自動車道,,門司港,,,,c-nexco.co.jp
01-335,中国自動車道,,美祢西,,,,c-nexco.co.jp
01-336,中国自動車道,,作東,,,,c-nexco.co.jp
01-339,北関東自動車道,,波志江スマート,,,,c-nexco.co.jp
01-341,舞鶴若狭自動車道,,三田西,,,,c-nexco.co.jp
01-342,舞鶴若狭自動車道,,丹南篠山口,,,,c-nexco.co.jp
01-343,舞鶴若狭自動車道,,春日,,,,c-nexco.co.jp
01-344,舞鶴若狭自動車道,,福知山,,,,c-nexco.co.jp
01-345,舞鶴若狭自動車道,,綾部,,,,c-nexco.co.jp
01-346,舞鶴若狭自動車道,,舞鶴西,,,,c-nexco.co.jp
01-347,舞鶴若狭自動車道,,舞鶴東,,,,c-nexco.co.jp
01-348,舞鶴若狭自動車道,,大飯高浜,,,,c-nexco.co.jp
01-349,舞鶴若狭自動車道,,小浜西,,,,c-nexco.co.jp
01-350,舞鶴若狭自動車道,,小浜,,,,c-nexco.co.jp
01-351,中国自動車道,,大佐スマート,,,,c-nexco.co.jp
01-352,中国自動車道,,加計スマート,,,,c-nexco.co.jp
01-353,中国自動車道,,ひょうご東条,,,,c-nexco.co.jp
01-354,山口宇部道路,,嘉川・由良,,,平成24年3月28日 無料開放,c-nexco.co.jp
01-355,山口宇部道路,,阿知須,,,平成24年3月28日 無料開放,c-nexco.co.jp
01-356,山口宇部道路,,宇部東,,,平成24年3月28日 無料開放,c-nexco.co.jp
01-357,山口宇部道路,,宇部南,,,平成24年3月28日 無料開放,c-nexco.co.jp
01-358,山陽自動車道,,宇部,,,,c-nexco.co.jp
01-359,山陽自動車道,,小野田,,,,c-nexco.co.jp
01-360,山陽自動車道,,埴生,,,,c-nexco.co.jp
01-361,米子自動車道,,久世,,,,c-nexco.co.jp
01-362,米子自動車道,,湯原,,,,c-nexco.co.jp
01-363,米子自動車道,,蒜山,,,,c-nexco.co.jp
01-364,米子自動車道,,江府,,,,c-nexco.co.jp
01-365,米子自動車道,,溝口,,,,c-nexco.co.jp
01-366,米子自動車道,,米子,,,,c-nexco.co.jp
01-367,山陽自動車道,,宮島スマート,,,,c-nexco.co.jp
01-370,浜田自動車道,,大朝,,,,c-nexco.co.jp
01-371,浜田自動車道,,瑞穂,,,,c-nexco.co.jp
01-372,浜田自動車道,,旭,,,,c-nexco.co.jp
01-373,浜田自動車道,,浜田,,,,c-nexco.co.jp
01-374,江津道路,,浜田東,,,,c-nexco.co.jp
01-375,江津道路,,江津西,,,,c-nexco.co.jp
01-376,江津道路,,江津,,,,c-nexco.co.jp
01-377,浜田自動車道,,金城スマート,,,,c-nexco.co.jp
01-378,米子自動車道,,大山高原スマート,,,,c-nexco.co.jp
01-380,広島自動車道,,広島北,,,,c-nexco.co.jp
01-381,広島自動車道,,広島西風新都,,,,c-nexco.co.jp
01-382,綾部宮津道路,,舞鶴大江,,,,c-nexco.co.jp
01-383,綾部宮津道路,,宮津天橋立,,,,c-nexco.co.jp
01-385,近畿自動車道,,吹田本線,,,合併,c-nexco.co.jp
01-387,東九州自動車道,,苅田北九州空港,,,,c-nexco.co.jp
01-388,綾部宮津道路,,宮津天橋立本線,,,,c-nexco.co.jp
01-389,中央自動車道,,稲城,,入口,,c-nexco.co.jp
01-400,中央自動車道,,八王子本線,上り,,,c-nexco.co.jp
01-401,中央自動車道,,三鷹本線,,入口,,c-nexco.co.jp
01-402,中央自動車道,,調布,,入口,,w-nexco.co.jp
01-403,中央自動車道,,国立府中,,入口,,w-nexco.co.jp
01-404,中央自動車道,,八王子,,入口,均一,w-nexco.co.jp
01-405,中央自動車道,,八王子本線,下り,,,w-nexco.co.jp
01-406,中央自動車道,,八王子,,,,c-nexco.co.jp
01-407,中央自動車道,,相模湖東,,,,c-nexco.co.jp
01-408,中央自動車道,,相模湖,,,,c-nexco.co.jp
01-409,中央自動車道,,上野原,,,,c-nexco.co.jp
01-410,中央自動車道,,大月,,,,c-nexco.co.jp
01-411,中央自動車道,,勝沼,,,,c-nexco.co.jp
01-412,中央自動車道,,一宮御坂,,,,c-nexco.co.jp
01-413,中央自動車道,,甲府南,,,,c-nexco.co.jp
01-414,中央自動車道,,双葉スマート,,,,c-nexco.co.jp
01-415,中央自動車道,,園原,,,,c-nexco.co.jp
01-416,中央自動車道,,甲府昭和,,,,c-nexco.co.jp
01-417,中央自動車道,,韮崎,,,,c-nexco.co.jp
01-418,中央自動車道,,須玉,,,,c-nexco.co.jp
01-419,中央自動車道,,小淵沢,,,,c-nexco.co.jp
01-420,中央自動車道,,諏訪南,,,,c-nexco.co.jp
01-421,中央自動車道,,諏訪,,,,c-nexco.co.jp
01-422,中央自動車道,,伊北,,,,c-nexco.co.jp
01-423,中央自動車道,,伊那,,,,c-nexco.co.jp
01-424,中央自動車道,,駒ヶ根,,,,c-nexco.co.jp
01-425,中央自動車道,,松川,,,,c-nexco.co.jp
01-426,中央自動車道,,飯田,,,,c-nexco.co.jp
01-427,中央自動車道,,中津川,,,,c-nexco.co.jp
01-428,中央自動車道,,恵那,,,,c-nexco.co.jp
01-429,中央自動車道,,瑞浪,,,,c-nexco.co.jp
01-430,中央自動車道,,土岐,,,,c-nexco.co.jp
01-431,中央自動車道,,多治見,,,,c-nexco.co.jp
01-432,中央自動車道,,小牧東,,,,c-nexco.co.jp
01-438,中央自動車道,,笛吹八代スマート,,,,c-nexco.co.jp
01-439,中央自動車道,,飯田山本,,,,c-nexco.co.jp
01-441,中央自動車道,,都留,,,,c-nexco.co.jp
01-442,中央自動車道,,河口湖,,,,c-nexco.co.jp
01-443,中央自動車道,,富士吉田本線,,,,c-nexco.co.jp
01-446,中央自動車道,,長坂,,,,c-nexco.co.jp
01-449,長野自動車道,,姨捨スマート,,,,c-nexco.co.jp
01-451,長野自動車道,,岡谷,,,,c-nexco.co.jp
01-452,長野自動車道,,塩尻,,,,c-nexco.co.jp
01-453,長野自動車道,,塩尻北,,,,c-nexco.co.jp
01-454,長野自動車道,,松本,,,,c-nexco.co.jp
01-455,長野自動車道,,安曇野,,,,c-nexco.co.jp
01-456,長野自動車道,,麻績,,,,c-nexco.co.jp
01-457,長野自動車道,,更埴,,,,c-nexco.co.jp
01-458,中部横断自動車道,,白根,,,,c-nexco.co.jp
01-459,中部横断自動車道,,南アルプス,,,,c-nexco.co.jp
01-460,中部横断自動車道,,南アルプス本線,,,平成29年3月19日迄,c-nexco.co.jp
01-461,長野自動車道,,梓川スマート,,,,c-nexco.co.jp
01-463,首都圏中央連絡自動車道,,坂戸,,,,c-nexco.co.jp
01-464,首都圏中央連絡自動車道,,川島,,,,c-nexco.co.jp
01-465,中央自動車道,,富士吉田西桂スマート,,,,c-nexco.co.jp
01-466,中央自動車道,,府中スマート,,入口,,c-nexco.co.jp
01-470,京滋バイパス,,石山,,,,c-nexco.co.jp
01-471,京滋バイパス,,南郷,,,,c-nexco.co.jp
01-472,京滋バイパス,,笠取,,,,c-nexco.co.jp
01-473,京滋バイパス,,宇治東,,,,c-nexco.co.jp
01-474,京滋バイパス,,宇治西,,,,c-nexco.co.jp
01-475,京滋バイパス,,巨椋,,,,c-nexco.co.jp
01-476,京滋バイパス,,久御山,,,,c-nexco.co.jp
01-477,京滋バイパス,,久御山淀,,,,c-nexco.co.jp
01-481,北陸自動車道,,大潟スマート,,,,c-nexco.co.jp
01-482,北陸自動車道,,南条スマート,,,,c-nexco.co.jp
01-483,北陸自動車道,,大潟スマート,,,,c-nexco.co.jp
01-489,山陽自動車道,,神戸西,,,,c-nexco.co.jp
01-501,北陸自動車道,,西山,,,,c-nexco.co.jp
01-502,北陸自動車道,,柏崎,,,,c-nexco.co.jp
01-503,北陸自動車道,,米山,,,,c-nexco.co.jp
01-504,北陸自動車道,,柿崎,,,,c-nexco.co.jp
01-505,北陸自動車道,,上越,,,,c-nexco.co.jp
01-506,北陸自動車道,,名立谷浜,,,,c-nexco.co.jp
01-507,北陸自動車道,,能生,,,,c-nexco.co.jp
01-508,北陸自動車道,,糸魚川,,,,c-nexco.co.jp
01-509,北陸自動車道,,親不知,,,,c-nexco.co.jp
01-510,北陸自動車道,,朝日,,,,c-nexco.co.jp
01-511,北陸自動車道,,黒部,,,,c-nexco.co.jp
01-512,北陸自動車道,,魚津,,,,c-nexco.co.jp
01-513,北陸自動車道,,滑川,,,,c-nexco.co.jp
01-514,北陸自動車道,,立山,,,,c-nexco.co.jp
01-515,北陸自動車道,,富山,,,,c-nexco.co.jp
01-516,北陸自動車道,,小杉,,,,c-nexco.co.jp
01-517,北陸自動車道,,砺波,,,,c-nexco.co.jp
01-518,北陸自動車道,,小矢部,,,,c-nexco.co.jp
01-519,北陸自動車道,,金沢東,,,第二,c-nexco.co.jp
01-520,北陸自動車道,,金沢西,,,第一,c-nexco.co.jp
01-521,北陸自動車道,,美川,,,,c-nexco.co.jp
01-522,北陸自動車道,,小松,,,,c-nexco.co.jp
01-523,北陸自動車道,,片山津,,,,c-nexco.co.jp
01-524,北陸自動車道,,加賀,,,,c-nexco.co.jp
01-525,北陸自動車道,,金津,,,,c-nexco.co.jp
01-526,北陸自動車道,,丸岡,,,,c-nexco.co.jp
01-527,北陸自動車道,,福井北,,,,c-nexco.co.jp
01-528,北陸自動車道,,福井,,,,c-nexco.co.jp
01-529,北陸自動車道,,鯖江,,,,c-nexco.co.jp
01-530,北陸自動車道,,武生,,,,c-nexco.co.jp
01-531,北陸自動車道,,今庄,,,,c-nexco.co.jp
01-532,北陸自動車道,,敦賀,,,,c-nexco.co.jp
01-533,北陸自動車道,,木之本,,,,c-nexco.co.jp
01-534,北陸自動車道,,長浜,,,,c-nexco.co.jp
01-535,北陸自動車道,,米原,,,,c-nexco.co.jp
01-539,北陸自動車道,,金沢東,,,第一,c-nexco.co.jp
01-540,北陸自動車道,,金沢西,,,第二,c-nexco.co.jp
01-541,山陽自動車道,,神戸西本線,,,,c-nexco.co.jp
01-555,高松自動車道,,鳴門,,,,c-nexco.co.jp
01-567,高松自動車道,,鳴門本線,,,,c-nexco.co.jp
01-570,日本海東北自動車道,,中条本線,,,,c-nexco.co.jp
01-571,日本海東北自動車道,,豊栄新潟東港,,,,c-nexco.co.jp
01-572,日本海東北自動車道,,聖籠新発田,,,,c-nexco.co.jp
01-573,日本海東北自動車道,,中条,,,,c-nexco.co.jp
01-574,日本海東北自動車道,,豊栄スマート,,,,c-nexco.co.jp
01-583,北陸自動車道,,白山,,,,c-nexco.co.jp
01-584,北陸自動車道,,黒埼スマート,,,,c-nexco.co.jp
01-585,北陸自動車道,,入善スマート,,,,c-nexco.co.jp
01-586,北陸自動車道,,徳光スマート,,,,c-nexco.co.jp
01-627,北陸自動車道,,新潟西,,,第二,c-nexco.co.jp
01-628,日本海東北自動車道,,新潟亀田,,,,c-nexco.co.jp
01-629,日本海東北自動車道,,新潟空港,,,,c-nexco.co.jp
01-630,北陸自動車道,,富山西,,,,c-nexco.co.jp
01-651,北関東自動車道,,前橋南,,,,c-nexco.co.jp
01-652,北関東自動車道,,駒形,,,,c-nexco.co.jp
01-653,北関東自動車道,,伊勢崎,,,,c-nexco.co.jp
01-654,北関東自動車道,,太田藪塚,,,,c-nexco.co.jp
01-655,北関東自動車道,,太田桐生,,,,c-nexco.co.jp
01-656,北関東自動車道,,足利,,,,c-nexco.co.jp
01-657,北関東自動車道,,佐野田沼,,,,c-nexco.co.jp
01-658,北関東自動車道,,都賀,,,,c-nexco.co.jp
01-659,北関東自動車道,,壬生,,,,c-nexco.co.jp
01-660,北関東自動車道,,宇都宮上三川,,,,c-nexco.co.jp
01-661,北関東自動車道,,真岡,,,,c-nexco.co.jp
01-662,北関東自動車道,,桜川筑西,,,,c-nexco.co.jp
01-663,北関東自動車道,,笠間西,,,,c-nexco.co.jp
01-664,北関東自動車道,,友部,,,,c-nexco.co.jp
01-665,北関東自動車道,,茨城町西,,,,c-nexco.co.jp
01-666,北関東自動車道,,茨城町東,,,,c-nexco.co.jp
01-668,北陸自動車道,,小矢部東本線,,,,c-nexco.co.jp
01-670,磐越自動車道,,新潟中央,,,,c-nexco.co.jp
01-675,北陸自動車道,,金沢森本,,,,c-nexco.co.jp
01-686,磐越自動車道,,津川,,,,c-nexco.co.jp
01-687,磐越自動車道,,三川,,,,c-nexco.co.jp
01-688,磐越自動車道,,安田,,,,c-nexco.co.jp
01-689,磐越自動車道,,新津,,,,c-nexco.co.jp
01-701,山陽自動車道,,神戸北,,,,c-nexco.co.jp
01-702,山陽自動車道,,三木東,,,,c-nexco.co.jp
01-703,山陽自動車道,,三木小野,,,,c-nexco.co.jp
01-704,山陽自動車道,,加古川北,,,,c-nexco.co.jp
01-705,山陽自動車道,,山陽姫路東,,,,c-nexco.co.jp
01-706,山陽自動車道,,山陽姫路西,,,,c-nexco.co.jp
01-707,山陽自動車道,,龍野,,,,c-nexco.co.jp
01-708,山陽自動車道,,龍野西,,,,c-nexco.co.jp
01-709,山陽自動車道,,赤穂,,,,c-nexco.co.jp
01-710,山陽自動車道,,備前,,,,c-nexco.co.jp
01-711,山陽自動車道,,和気,,,,c-nexco.co.jp
01-712,山陽自動車道,,山陽,,,,c-nexco.co.jp
01-713,山陽自動車道,,岡山,,,,c-nexco.co.jp
01-714,山陽自動車道,,倉敷,,,,c-nexco.co.jp
01-715,山陽自動車道,,玉島,,,,c-nexco.co.jp
01-716,山陽自動車道,,鴨方,,,,c-nexco.co.jp
01-717,山陽自動車道,,笠岡,,,,c-nexco.co.jp
01-718,山陽自動車道,,福山東,,,,c-nexco.co.jp
01-719,山陽自動車道,,福山西,,,,c-nexco.co.jp
01-720,山陽自動車道,,尾道,,,,c-nexco.co.jp
01-721,山陽自動車道,,三原久井,,,,c-nexco.co.jp
01-722,山陽自動車道,,河内,,,,c-nexco.co.jp
01-723,山陽自動車道,,西条,,,,c-nexco.co.jp
