tollbooth_id,road_name,route_name,tollbooth_name,direction,entrance_or_exit,notes,source
04-292,東関東自動車道,,鉾田,,,,c-nexco.co.jp
04-351,舞鶴若狭自動車道,,敦賀南スマート,,,,c-nexco.co.jp
04-352,舞鶴若狭自動車道,,若狭上中,,,,c-nexco.co.jp
04-353,舞鶴若狭自動車道,,若狭三方,,,,c-nexco.co.jp
04-354,舞鶴若狭自動車道,,若狭美浜,,,,c-nexco.co.jp
04-355,舞鶴若狭自動車道,,三方五湖スマート,,,,c-nexco.co.jp
04-434,中央自動車道,,小黒川スマート,,,,c-nexco.co.jp
04-435,中央自動車道,,駒ヶ岳スマート,,,,c-nexco.co.jp
04-437,中央自動車道,,談合坂スマート,,,,c-nexco.co.jp
04-448,上信越自動車道,,小布施スマート,,,,c-nexco.co.jp
04-462,中部横断自動車道,,増穂,,,,c-nexco.co.jp
04-463,中部横断自動車道,,富士川本線,,,,c-nexco.co.jp
04-464,中部横断自動車道,,富沢本線,,,,c-nexco.co.jp
04-574,東北自動車道,,矢巾スマート,,,,c-nexco.co.jp
04-575,東北自動車道,,奥州スマート,,,,c-nexco.co.jp
04-576,関越自動車道,,三芳スマート,,,,c-nexco.co.jp
04-577,関越自動車道,,駒寄スマート,,,,c-nexco.co.jp
04-578,上信越自動車道,,佐久平スマート,,,,c-nexco.co.jp
04-582,北陸自動車道,,能美根上スマート,,,,c-nexco.co.jp
04-587,上信越自動車道,,新井スマート,,,,c-nexco.co.jp
04-591,北関東自動車道,,太田強戸スマート,,,,c-nexco.co.jp
04-592,関越自動車道,,寄居スマート,,,,c-nexco.co.jp
04-593,関越自動車道,,上里スマート,,,,c-nexco.co.jp
04-595,関越自動車道,,坂戸西スマート,,,,c-nexco.co.jp
04-596,三陸自動車道,,多賀城,,,,c-nexco.co.jp
04-598,関越自動車道,,高崎玉村スマート,,,,c-nexco.co.jp
04-599,関越自動車道,,長岡南越路スマート,,,,c-nexco.co.jp
04-600,関越自動車道,,新座本線,上り,,,c-nexco.co.jp
04-601,関越自動車道,,新座本線,下り,,,c-nexco.co.jp
04-602,関越自動車道,,嵐山小川,,,,c-nexco.co.jp
04-603,関越自動車道,,所沢,,,,c-nexco.co.jp
04-604,関越自動車道,,川越,,,,c-nexco.co.jp
04-605,関越自動車道,,鶴ヶ島,,,,c-nexco.co.jp
04-606,関越自動車道,,東松山,,,,c-nexco.co.jp
04-607,関越自動車道,,花園,,,,c-nexco.co.jp
04-608,関越自動車道,,本庄児玉,,,,c-nexco.co.jp
04-609,関越自動車道,,高崎,,,,c-nexco.co.jp
04-610,関越自動車道,,前橋,,,,c-nexco.co.jp
04-611,関越自動車道,,渋川伊香保,,,,c-nexco.co.jp
04-612,関越自動車道,,赤城,,,,c-nexco.co.jp
04-613,関越自動車道,,沼田,,,,c-nexco.co.jp
04-614,関越自動車道,,月夜野,,,,c-nexco.co.jp
04-615,関越自動車道,,水上,,,,c-nexco.co.jp
04-616,関越自動車道,,湯沢,,,,c-nexco.co.jp
04-617,関越自動車道,,塩沢石打,,,,c-nexco.co.jp
04-618,関越自動車道,,六日町,,,,c-nexco.co.jp
04-619,関越自動車道,,小出,,,,c-nexco.co.jp
04-620,関越自動車道,,越後川口,,,,c-nexco.co.jp
04-621,関越自動車道,,小千谷,,,,c-nexco.co.jp
04-622,関越自動車道,,長岡,,,,c-nexco.co.jp
04-623,北陸自動車道,,中之島見附,,,,c-nexco.co.jp
04-624,北陸自動車道,,三条燕,,,,c-nexco.co.jp
04-625,北陸自動車道,,巻潟東,,,,c-nexco.co.jp
04-626,北陸自動車道,,新潟西,,,第一,c-nexco.co.jp
04-627,北陸自動車道,,高岡砺波スマート,,,,c-nexco.co.jp
04-628,北陸自動車道,,小谷城スマート,,,,c-nexco.co.jp
04-629,東海北陸自動車道,,南砺スマート,,,,c-nexco.co.jp
04-631,上信越自動車道,,藤岡,,,,c-nexco.co.jp
04-632,上信越自動車道,,吉井,,,,c-nexco.co.jp
04-633,上信越自動車道,,富岡,,,,c-nexco.co.jp
04-634,上信越自動車道,,下仁田,,,,c-nexco.co.jp
04-635,上信越自動車道,,松井田妙義,,,,c-nexco.co.jp
04-636,上信越自動車道,,碓氷軽井沢,,,,c-nexco.co.jp
04-637,上信越自動車道,,佐久,,,,c-nexco.co.jp
04-638,上信越自動車道,,小諸,,,,c-nexco.co.jp
04-639,上信越自動車道,,東部湯の丸,,,,c-nexco.co.jp
04-640,上信越自動車道,,上田菅平,,,,c-nexco.co.jp
04-641,上信越自動車道,,坂城,,,,c-nexco.co.jp
04-642,上信越自動車道,,長野,,,,c-nexco.co.jp
04-643,上信越自動車道,,須坂長野東,,,,c-nexco.co.jp
04-644,上信越自動車道,,信州中野,,,,c-nexco.co.jp
04-645,上信越自動車道,,豊田飯山,,,,c-nexco.co.jp
04-646,上信越自動車道,,信濃町,,,,c-nexco.co.jp
04-647,上信越自動車道,,妙高高原,,,,c-nexco.co.jp
04-648,上信越自動車道,,中郷,,,,c-nexco.co.jp
04-649,上信越自動車道,,上越高田,,,,c-nexco.co.jp
04-650,関越自動車道,,堀之内,,,,c-nexco.co.jp
04-671,関越自動車道,,昭和,,,,c-nexco.co.jp
04-674,関越自動車道,,大和スマート,,,,c-nexco.co.jp
04-699,上信越自動車道,,佐久小諸JCT,,,,c-nexco.co.jp
04-797,新東名高速道路,,厚木南,,,,c-nexco.co.jp
04-798,新東名高速道路,,伊勢原大山,,,,c-nexco.co.jp
04-804,新東名高速道路,,長泉沼津,,,,c-nexco.co.jp
04-805,新東名高速道路,,新富士,,,,c-nexco.co.jp
04-806,新東名高速道路,,新清水,,,,c-nexco.co.jp
04-807,新東名高速道路,,清水いはら,,,,c-nexco.co.jp
04-808,新東名高速道路,,新静岡,,,,c-nexco.co.jp
04-810,新東名高速道路,,藤枝岡部,,,,c-nexco.co.jp
04-811,新東名高速道路,,島田金谷,,,,c-nexco.co.jp
04-812,新東名高速道路,,森掛川,,,,c-nexco.co.jp
04-813,新東名高速道路,,浜松浜北,,,,c-nexco.co.jp
04-815,新東名高速道路,,浜松いなさ,,,,c-nexco.co.jp
04-816,新東名高速道路,,浜松いなさ北,,,,c-nexco.co.jp
04-817,新東名高速道路,,新城,,,,c-nexco.co.jp
04-818,新東名高速道路,,岡崎東,,,,c-nexco.co.jp
04-819,新東名高速道路,,駿河湾沼津スマート,,,,c-nexco.co.jp
04-820,新東名高速道路,,遠州森町スマート,,,,c-nexco.co.jp
04-834,東名高速道路,,足柄スマート,,,,c-nexco.co.jp
04-835,東名高速道路,,駒門スマート,,,,c-nexco.co.jp
04-837,東名高速道路,,日本平久能山スマート,,,,c-nexco.co.jp
04-838,東名高速道路,,三方原スマート,,,,c-nexco.co.jp
04-839,東名高速道路,,舘山寺スマート,,,,c-nexco.co.jp
04-840,東名高速道路,,愛鷹スマート,,,,c-nexco.co.jp
04-841,東名高速道路,,大井川焼津藤枝スマート,,,,c-nexco.co.jp
04-842,東名高速道路,,守山スマート,,,,c-nexco.co.jp
04-847,名神高速道路,,安八スマート,,,,c-nexco.co.jp
04-848,名神高速道路,,養老SAスマート,,,,c-nexco.co.jp
04-850,新名神高速道路,,菰野,,,,c-nexco.co.jp
04-851,新名神高速道路,,鈴鹿PAスマート,,,,c-nexco.co.jp
04-854,新名神高速道路,,城陽,,,,c-nexco.co.jp
04-855,新名神高速道路,,八幡京田辺,,,,c-nexco.co.jp
04-856,新名神高速道路,,高槻,,,,c-nexco.co.jp
04-857,新名神高速道路,,茨木千提寺,,,,c-nexco.co.jp
04-858,新名神高速道路,,箕面とどろみ,,,,c-nexco.co.jp
04-859,新名神高速道路,,川西,,,,c-nexco.co.jp
04-860,新名神高速道路,,宝塚北スマート,,,,c-nexco.co.jp
04-864,新名神高速道路,,城陽JCT,,,,c-nexco.co.jp
04-901,京都縦貫自動車道,,長岡京,南行き,,,c-nexco.co.jp
04-902,京都縦貫自動車道,,長岡京,北行き,,,c-nexco.co.jp
04-903,京都縦貫自動車道,,大原野,,,,c-nexco.co.jp
04-904,京都縦貫自動車道,,沓掛,,,,c-nexco.co.jp
04-905,京都縦貫自動車道,,篠,,,平成25年4月21日以降,c-nexco.co.jp
04-906,京都縦貫自動車道,,篠本線,,,平成25年4月21日以降,c-nexco.co.jp
04-912,京都縦貫自動車道,,八木本線,,,,c-nexco.co.jp
04-913,京都縦貫自動車道,,八木西,,,,c-nexco.co.jp
04-914,京都縦貫自動車道,,園部,,,,c-nexco.co.jp
04-915,京都縦貫自動車道,,丹波,,,,c-nexco.co.jp
04-916,丹波綾部道路,,京丹波みずほ,,,,c-nexco.co.jp
05-001,道央自動車道,,札幌南本線,下り,,,c-nexco.co.jp
05-002,道央自動車道,,札幌南,,,,c-nexco.co.jp
05-003,道央自動車道,,北広島,,,,c-nexco.co.jp
05-004,道央自動車道,,恵庭,,,,c-nexco.co.jp
05-005,道央自動車道,,千歳,,,,c-nexco.co.jp
05-006,道央自動車道,,苫小牧東,,,,c-nexco.co.jp
05-007,道央自動車道,,苫小牧西,,,,c-nexco.co.jp
05-008,道央自動車道,,白老,,,,c-nexco.co.jp
05-009,道央自動車道,,登別東,,,,c-nexco.co.jp
05-010,道央自動車道,,登別室蘭,,,,c-nexco.co.jp
05-011,道央自動車道,,室蘭,,,,c-nexco.co.jp
05-012,道央自動車道,,伊達,,,,c-nexco.co.jp
05-014,道央自動車道,,豊浦,,,,c-nexco.co.jp
05-015,道央自動車道,,長万部,,,,c-nexco.co.jp
05-016,道央自動車道,,国縫,,,,c-nexco.co.jp
05-017,道央自動車道,,八雲,,,,c-nexco.co.jp
05-018,道央自動車道,,落部,,,,c-nexco.co.jp
05-019,道央自動車道,,森,,,,c-nexco.co.jp
05-020,道央自動車道,,大沼公園本線,,,,c-nexco.co.jp
05-021,道央自動車道,,新千歳空港,,,,c-nexco.co.jp
05-022,道央自動車道,,輪厚スマート,,,,c-nexco.co.jp
05-100,道央自動車道,,札幌本線,上り,,,c-nexco.co.jp
05-101,道央自動車道,,札幌,,,,c-nexco.co.jp
05-102,道央自動車道,,江別西,,,,c-nexco.co.jp
05-103,道央自動車道,,江別東,,,,c-nexco.co.jp
05-104,道央自動車道,,岩見沢,,,,c-nexco.co.jp
05-105,道央自動車道,,三笠,,,,c-nexco.co.jp
05-106,道央自動車道,,美唄,,,,c-nexco.co.jp
05-107,道央自動車道,,奈井江砂川,,,,c-nexco.co.jp
05-108,道央自動車道,,滝川,,,,c-nexco.co.jp
05-109,道央自動車道,,深川,,,,c-nexco.co.jp
05-110,道央自動車道,,旭川鷹栖,,,,c-nexco.co.jp
05-111,道央自動車道,,旭川北,,,,c-nexco.co.jp
05-112,道央自動車道,,和寒,,,,c-nexco.co.jp
05-114,道央自動車道,,士別剣淵本線,,,,c-nexco.co.jp
05-115,道央自動車道,,砂川SAスマート,,,,c-nexco.co.jp
05-120,道央自動車道,,比布JCT,,,,c-nexco.co.jp
05-128,後志自動車道,,小樽塩谷,,,,c-nexco.co.jp
05-129,後志自動車道,,余市,,,,c-nexco.co.jp
05-131,札樽自動車道,,小樽,,,,c-nexco.co.jp
05-132,札樽自動車道,,朝里,,,,c-nexco.co.jp
05-133,札樽自動車道,,銭函,,,,c-nexco.co.jp
05-134,札樽自動車道,,手稲,,,,c-nexco.co.jp
05-135,札樽自動車道,,札幌西,,,,c-nexco.co.jp
05-136,札樽自動車道,,札幌西本線,,,,c-nexco.co.jp
05-137,札樽自動車道,,新川,,,,c-nexco.co.jp
05-138,札樽自動車道,,札幌北,,,第二,c-nexco.co.jp
05-139,札樽自動車道,,札幌北,,,第一,c-nexco.co.jp
05-140,札樽自動車道,,伏古,,,,c-nexco.co.jp
05-141,札樽自動車道,,雁来,,,,c-nexco.co.jp
05-151,道東自動車道,,千歳東,,,,c-nexco.co.jp
05-152,道東自動車道,,追分町,,,,c-nexco.co.jp
05-153,道東自動車道,,夕張,,,,c-nexco.co.jp
05-154,道東自動車道,,むかわ穂別,,,,c-nexco.co.jp
05-155,道東自動車道,,占冠,,,,c-nexco.co.jp
05-180,道央自動車道,,北郷,,,,c-nexco.co.jp
05-181,道央自動車道,,大谷地,,,,c-nexco.co.jp
05-184,道央自動車道,,札幌南,下り,,,c-nexco.co.jp
05-185,道央自動車道,,深川西本線,,,,c-nexco.co.jp
05-186,道央自動車道,,苫小牧東本線,,,,c-nexco.co.jp
05-213,道央自動車道,,虻田洞爺湖,,,,c-nexco.co.jp
05-214,道央自動車道,,黒松内JCT,,,,c-nexco.co.jp
05-233,札樽自動車道,,銭函,,,,c-nexco.co.jp
05-333,札樽自動車道,,銭函,,,,c-nexco.co.jp
05-356,道東自動車道,,トマム,,,,c-nexco.co.jp
05-357,道東自動車道,,十勝清水,,,,c-nexco.co.jp
05-358,道東自動車道,,芽室,,,,c-nexco.co.jp
05-359,道東自動車道,,音更帯広,,,,c-nexco.co.jp
05-360,道東自動車道,,池田,,,音更帯広・占冠方向,c-nexco.co.jp
05-361,道東自動車道,,本別・足寄,,,,c-nexco.co.jp
05-396,道東自動車道,,帯広JCT,,,,c-nexco.co.jp
05-529,後志自動車道,,余市,,,休日割引または深夜割引適用時,c-nexco.co.jp
05-532,札樽自動車道,,朝里,,,深夜割引適用時,c-nexco.co.jp
05-832,札樽自動車道,,朝里,,,通勤割引適用時,c-nexco.co.jp
05-901,道央自動車道,,札幌,,,,c-nexco.co.jp
05-902,道央自動車道,,江別西,,,,c-nexco.co.jp
05-903,道央自動車道,,江別東,,,,c-nexco.co.jp
05-904,道央自動車道,,岩見沢,,,,c-nexco.co.jp
05-905,道央自動車道,,三笠,,,,c-nexco.co.jp
05-906,道央自動車道,,美唄,,,,c-nexco.co.jp
05-907,道央自動車道,,奈井江砂川,,,,c-nexco.co.jp
05-908,道央自動車道,,滝川,,,,c-nexco.co.jp
05-909,道央自動車道,,深川,,,,c-nexco.co.jp
05-910,道央自動車道,,旭川鷹栖,,,,c-nexco.co.jp
05-911,道央自動車道,,旭川北,,,,c-nexco.co.jp
05-912,道央自動車道,,和寒,,,,c-nexco.co.jp
05-914,道央自動車道,,士別剣淵本線,,,,c-nexco.co.jp
05-915,道央自動車道,,砂川SAスマート,,,,c-nexco.co.jp
05-920,道央自動車道,,比布JCT,,,,c-nexco.co.jp
05-932,札樽自動車道,,朝里,,,,c-nexco.co.jp
05-936,札樽自動車道,,札幌西本線,,,,c-nexco.co.jp
05-985,道央自動車道,,深川西本線,,,,c-nexco.co.jp
06-031,阪和自動車道,,堺本線,上り,,,c-nexco.co.jp
06-032,阪和自動車道,,岸和田本線,,,,c-nexco.co.jp
06-033,阪和自動車道,,長原,,,,c-nexco.co.jp
06-042,堺泉北道路,,菱木本線,,,,c-nexco.co.jp
06-074,阪和自動車道,,堺,,,,c-nexco.co.jp
06-075,阪和自動車道,,岸和田和泉,,,,c-nexco.co.jp
06-076,阪和自動車道,,岸和田本線,,,,c-nexco.co.jp
06-077,阪和自動車道,,貝塚,,,,c-nexco.co.jp
06-078,阪和自動車道,,泉南,,,,c-nexco.co.jp
06-079,阪和自動車道,,阪南,,,,c-nexco.co.jp
06-080,阪和自動車道,,和歌山,,,,c-nexco.co.jp
06-082,阪和自動車道,,海南,,,,c-nexco.co.jp
06-083,関西空港自動車道,,泉佐野本線,,,,c-nexco.co.jp
06-084,関西空港自動車道,,上之郷,,,,c-nexco.co.jp
06-085,阪和自動車道,,海南東,,,,c-nexco.co.jp
06-086,阪和自動車道,,海南,,,,c-nexco.co.jp
06-088,東名阪自動車道,,亀山PAスマート,,,,c-nexco.co.jp
06-089,阪和自動車道,,下津,,,,c-nexco.co.jp
06-090,阪和自動車道,,有田,,,,c-nexco.co.jp
06-091,湯浅御坊道路,,有田南,,,,c-nexco.co.jp
06-092,湯浅御坊道路,,湯浅,,,,c-nexco.co.jp
06-093,湯浅御坊道路,,広川,,,,c-nexco.co.jp
06-094,湯浅御坊道路,,川辺,,,,c-nexco.co.jp
06-095,湯浅御坊道路,,御坊,,,,c-nexco.co.jp
06-096,湯浅御坊道路,,広川南,,,,c-nexco.co.jp
06-100,阪和自動車道,,御坊南,,,,c-nexco.co.jp
06-101,阪和自動車道,,印南,,,,c-nexco.co.jp
06-102,阪和自動車道,,みなべ,,,,c-nexco.co.jp
06-103,阪和自動車道,,南紀田辺,,,,c-nexco.co.jp
06-104,阪和自動車道,,和歌山北,,,,c-nexco.co.jp
06-105,阪和自動車道,,南紀田辺本線,,,,c-nexco.co.jp
06-106,阪和自動車道,,岩出根来本線,,,,c-nexco.co.jp
06-107,阪和自動車道,,和歌山南スマート,,,,c-nexco.co.jp
06-115,東海環状自動車道,,養老,,,,c-nexco.co.jp
06-118,東海環状自動車道,,大安,,,,c-nexco.co.jp
06-119,東海環状自動車道,,東員,,,,c-nexco.co.jp
06-122,名古屋第二環状自動車道,,名古屋南,,入口,第三,c-nexco.co.jp
06-123,名古屋第二環状自動車道,,名古屋南,,入口,第三,c-nexco.co.jp
06-124,名古屋第二環状自動車道,,有松,,入口,第一,c-nexco.co.jp
06-125,名古屋第二環状自動車道,,有松,,入口,第二,c-nexco.co.jp
06-126,名古屋第二環状自動車道,,鳴海,,入口,第一,c-nexco.co.jp
06-127,名古屋第二環状自動車道,,鳴海,,入口,第二,c-nexco.co.jp
06-128,名古屋第二環状自動車道,,植田,,入口,第一,c-nexco.co.jp
06-129,名古屋第二環状自動車道,,植田,,入口,第二,c-nexco.co.jp
06-130,名古屋第二環状自動車道,,上社南,,入口,,c-nexco.co.jp
06-132,名古屋第二環状自動車道,,本郷,,入口,,c-nexco.co.jp
06-133,名古屋第二環状自動車道,,上社,,入口,,c-nexco.co.jp
06-134,名古屋第二環状自動車道,,引山,,入口,,c-nexco.co.jp
06-135,名古屋第二環状自動車道,,大森,,入口,,c-nexco.co.jp
06-136,名古屋第二環状自動車道,,小幡,,入口,,c-nexco.co.jp
06-137,名古屋第二環状自動車道,,松河戸,,入口,,c-nexco.co.jp
06-138,名古屋第二環状自動車道,,勝川,,入口,第二,c-nexco.co.jp
06-139,名古屋第二環状自動車道,,楠,,入口,,c-nexco.co.jp
06-140,名古屋第二環状自動車道,,楠JCT,,入口,第一,c-nexco.co.jp
06-141,名古屋第二環状自動車道,,楠JCT,,入口,第二,c-nexco.co.jp
06-142,名古屋第二環状自動車道,,山田西,,入口,第一,c-nexco.co.jp
06-143,名古屋第二環状自動車道,,山田西,,入口,第二,c-nexco.co.jp
06-144,名古屋第二環状自動車道,,平田,,入口,,c-nexco.co.jp
06-145,名古屋第二環状自動車道,,清洲東,,入口,第一,c-nexco.co.jp
06-146,名古屋第二環状自動車道,,勝川,,入口,第一,c-nexco.co.jp
06-149,東名阪自動車道,,名古屋西本線,上り,,,c-nexco.co.jp
06-150,東名阪自動車道,,名古屋西本線,下り,,,c-nexco.co.jp
06-151,東名阪自動車道,,蟹江,,,,c-nexco.co.jp
06-152,東名阪自動車道,,弥富,,,,c-nexco.co.jp
06-153,東名阪自動車道,,長島,,,,c-nexco.co.jp
06-154,東名阪自動車道,,桑名東,,,,c-nexco.co.jp
06-155,東名阪自動車道,,桑名,,,,c-nexco.co.jp
06-156,東名阪自動車道,,四日市東,,,,c-nexco.co.jp
06-157,東名阪自動車道,,四日市,,,,c-nexco.co.jp
06-158,東名阪自動車道,,鈴鹿,,,,c-nexco.co.jp
06-160,東名阪自動車道,,亀山,,,,c-nexco.co.jp
06-161,名古屋第二環状自動車道,,清洲東,,入口,第二,c-nexco.co.jp
06-162,名古屋第二環状自動車道,,清洲西,,入口,,c-nexco.co.jp
06-163,名古屋第二環状自動車道,,甚目寺北,,入口,,c-nexco.co.jp
06-164,名古屋第二環状自動車道,,甚目寺南,,入口,,c-nexco.co.jp
06-165,名古屋第二環状自動車道,,大治北,,入口,,c-nexco.co.jp
06-166,名古屋第二環状自動車道,,大治南,,入口,,c-nexco.co.jp
06-167,名古屋第二環状自動車道,,大治本線,,入口,,c-nexco.co.jp
06-168,名古屋第二環状自動車道,,高針,,入口,,c-nexco.co.jp
06-171,伊勢自動車道,,伊勢関,,,,c-nexco.co.jp
06-172,伊勢自動車道,,芸濃,,,,c-nexco.co.jp
06-173,伊勢自動車道,,津,,,,c-nexco.co.jp
06-174,伊勢自動車道,,久居,,,,c-nexco.co.jp
06-175,伊勢自動車道,,松阪,,,,c-nexco.co.jp
06-177,伊勢自動車道,,玉城,,,,c-nexco.co.jp
06-178,伊勢自動車道,,伊勢本線,,,,c-nexco.co.jp
06-179,伊勢自動車道,,一志嬉野,,,,c-nexco.co.jp
06-180,伊勢自動車道,,勢和多気,,,,c-nexco.co.jp
06-181,紀勢自動車道,,大宮大台,,,,c-nexco.co.jp
06-182,紀勢自動車道,,紀勢大内山,,,,c-nexco.co.jp
06-183,紀勢自動車道,,大紀本線,,,,c-nexco.co.jp
06-190,東海環状自動車道,,関広見,,,,c-nexco.co.jp
06-191,東海環状自動車道,,山県,,,,c-nexco.co.jp
06-194,東海環状自動車道,,大野神戸,,,,c-nexco.co.jp
06-195,東海環状自動車道,,大垣西,,,,c-nexco.co.jp
06-196,東海環状自動車道,,岐阜三輪スマート,,,,c-nexco.co.jp
06-198,伊勢湾岸自動車道,,東海,,,合併,c-nexco.co.jp
06-199,伊勢湾岸自動車道,,名古屋南,,,第三,c-nexco.co.jp
06-207,名古屋第二環状自動車道,,大治本線,,入口,,c-nexco.co.jp
06-208,名古屋第二環状自動車道,,名古屋南,,出口,第三 伊勢湾岸方面,c-nexco.co.jp
06-209,名古屋第二環状自動車道,,名古屋南,,出口,第三 名古屋高速方面,c-nexco.co.jp
06-210,名古屋第二環状自動車道,,有松,,出口,第一,c-nexco.co.jp
06-211,名古屋第二環状自動車道,,有松,,出口,第二,c-nexco.co.jp
06-212,名古屋第二環状自動車道,,鳴海,,出口,第一,c-nexco.co.jp
06-213,名古屋第二環状自動車道,,鳴海,,出口,第二,c-nexco.co.jp
06-214,名古屋第二環状自動車道,,植田,,出口,第一,c-nexco.co.jp
06-215,名古屋第二環状自動車道,,植田,,出口,第二,c-nexco.co.jp
06-216,名古屋第二環状自動車道,,高針JCT,,出口,,c-nexco.co.jp
06-217,名古屋第二環状自動車道,,上社南,,出口,,c-nexco.co.jp
06-218,名古屋第二環状自動車道,,東名名古屋,,出口,,c-nexco.co.jp
06-219,名古屋第二環状自動車道,,本郷,,出口,,c-nexco.co.jp
06-220,名古屋第二環状自動車道,,上社,,出口,,c-nexco.co.jp
06-221,名古屋第二環状自動車道,,引山,,出口,,c-nexco.co.jp
06-222,名古屋第二環状自動車道,,大森,,出口,,c-nexco.co.jp
06-223,名古屋第二環状自動車道,,小幡,,出口,,c-nexco.co.jp
06-224,名古屋第二環状自動車道,,松河戸,,出口,,c-nexco.co.jp
06-225,名古屋第二環状自動車道,,勝川,,出口,第一,c-nexco.co.jp
06-226,名古屋第二環状自動車道,,勝川,,出口,第二,c-nexco.co.jp
06-227,名古屋第二環状自動車道,,楠,,出口,,c-nexco.co.jp
06-228,名古屋第二環状自動車道,,楠JCT,内回り,出口,,c-nexco.co.jp
06-229,名古屋第二環状自動車道,,楠JCT,外回り,出口,,c-nexco.co.jp
06-230,名古屋第二環状自動車道,,山田東,内回り,出口,,c-nexco.co.jp
06-231,名古屋第二環状自動車道,,山田東,外回り,出口,,c-nexco.co.jp
06-232,名古屋第二環状自動車道,,平田,,出口,,c-nexco.co.jp
06-233,名古屋第二環状自動車道,,清洲東,,出口,第一,c-nexco.co.jp
06-234,名古屋第二環状自動車道,,清洲JCT,外回り,出口,,c-nexco.co.jp
06-235,名古屋第二環状自動車道,,清洲JCT,内回り,出口,,c-nexco.co.jp
06-236,名古屋第二環状自動車道,,清洲東,,出口,第二,c-nexco.co.jp
06-237,名古屋第二環状自動車道,,清洲西,,出口,,c-nexco.co.jp
06-238,名古屋第二環状自動車道,,甚目寺北,,出口,,c-nexco.co.jp
06-239,名古屋第二環状自動車道,,甚目寺南,,出口,,c-nexco.co.jp
06-240,名古屋第二環状自動車道,,大治北,,出口,,c-nexco.co.jp
06-241,名古屋第二環状自動車道,,大治南,,出口,,c-nexco.co.jp
06-242,名古屋第二環状自動車道,,名古屋西JCT,,出口,名古屋高速方面,c-nexco.co.jp
06-243,名古屋第二環状自動車道,,名古屋西JCT,,出口,東名阪方面,c-nexco.co.jp
06-276,阪和自動車道,,岸和田本線,,,,c-nexco.co.jp
06-299,第二京阪道路,,交野南,,,,c-nexco.co.jp
06-300,近畿自動車道,,吹田本線,,,,c-nexco.co.jp
06-301,近畿自動車道,,吹田,,,,c-nexco.co.jp
06-302,近畿自動車道,,摂津北,,,,c-nexco.co.jp
06-303,近畿自動車道,,摂津南,,,,c-nexco.co.jp
06-304,近畿自動車道,,守口JCT,,,,c-nexco.co.jp
06-305,近畿自動車道,,門真,,,,c-nexco.co.jp
06-306,近畿自動車道,,門真JCT,,,,c-nexco.co.jp
06-307,近畿自動車道,,大東鶴見,,,,c-nexco.co.jp
06-308,近畿自動車道,,東大阪北,,,,c-nexco.co.jp
06-309,近畿自動車道,,東大阪JCT,,,,c-nexco.co.jp
06-310,近畿自動車道,,東大阪南,,,,c-nexco.co.jp
06-312,近畿自動車道,,八尾,,,,c-nexco.co.jp
06-313,近畿自動車道,,長原,,,,c-nexco.co.jp
06-314,近畿自動車道,,長原,,,,c-nexco.co.jp
06-319,阪和自動車道,,松原,,,,c-nexco.co.jp
06-320,阪和自動車道,,松原,,,,c-nexco.co.jp
06-321,阪和自動車道,,美原北,,,,c-nexco.co.jp
06-322,南阪奈道路,,たじはや本線,,,,c-nexco.co.jp
06-323,阪和自動車道,,美原南,,,,c-nexco.co.jp
06-324,阪和自動車道,,堺本線,上り,,,c-nexco.co.jp
06-325,堺泉北道路,,平井本線,,,,c-nexco.co.jp
06-326,堺泉北道路,,平井本線,,,,c-nexco.co.jp
06-327,阪和自動車道,,岸和田本線,,,,c-nexco.co.jp
06-331,西名阪自動車道,,藤井寺,,,,c-nexco.co.jp
06-333,西名阪自動車道,,柏原,,,,c-nexco.co.jp
06-334,西名阪自動車道,,香芝,,,,c-nexco.co.jp
06-335,西名阪自動車道,,香芝,,,,c-nexco.co.jp
06-336,西名阪自動車道,,法隆寺,,,,c-nexco.co.jp
06-337,西名阪自動車道,,法隆寺,,,,c-nexco.co.jp
06-338,西名阪自動車道,,大和まほろばスマート,,,,c-nexco.co.jp
06-339,西名阪自動車道,,大和まほろばスマート,,,,c-nexco.co.jp
06-340,西名阪自動車道,,郡山下ツ道,,,,c-nexco.co.jp
06-341,西名阪自動車道,,郡山下ツ道,,,,c-nexco.co.jp
06-342,西名阪自動車道,,郡山,,,,c-nexco.co.jp
06-343,西名阪自動車道,,郡山,,,,c-nexco.co.jp
06-344,西名阪自動車道,,天理,,,,c-nexco.co.jp
06-350,南阪奈道路,,美原,,,,c-nexco.co.jp
06-352,南阪奈道路,,美原東,,,,c-nexco.co.jp
06-353,南阪奈道路,,羽曳野,,,,c-nexco.co.jp
06-354,南阪奈道路,,羽曳野,,,,c-nexco.co.jp
06-355,南阪奈道路,,羽曳野東,,,,c-nexco.co.jp
06-356,南阪奈道路,,羽曳野東,,,,c-nexco.co.jp
06-357,南阪奈道路,,太子,,,,c-nexco.co.jp
06-358,南阪奈道路,,太子,,,,c-nexco.co.jp
06-359,南阪奈道路,,太子,,,,c-nexco.co.jp
06-361,南阪奈道路,,太子,,,,c-nexco.co.jp
06-363,南阪奈道路,,太子本線,,,,c-nexco.co.jp
06-365,南阪奈道路,,葛城,,,,c-nexco.co.jp
06-367,南阪奈道路,,新庄,,,,c-nexco.co.jp
06-370,堺泉北道路,,平井,,,,c-nexco.co.jp
06-371,堺泉北道路,,太平寺,,,,c-nexco.co.jp
06-372,堺泉北道路,,菱木,,,,c-nexco.co.jp
